Title,Location,No of Bedrooms,No of Bathrooms,Description,Price
4 Bed House with En Suite at Old Kitisuru,"Old Kitisuru, Kitisuru, Westlands",0,0,Charming 4-Bedroom Bungalow with Detached 1-Bed...,500000.0
3 Bed Villa with En Suite in Kiambu Road,Kiambu Road,0,0,STUNNING 3-BEDROOM FULLY FURNISHED VILLA IN SEC...,260000.0
1 Bed House with Garden at Karen Brooks,"Karen Brooks, Karen",0,0,1 bedroom apartments for rent in Karen Brooks L...,120000.0
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,0,0,A SUPERB MODERN FOUR BEDROOM VILLA IN A GATED C...,250000.0
4 Bed Townhouse with En Suite at Ruaka Road,"66, Ruaka Road, Runda, Westlands",0,0,4 Bedrooms: Ample space for families and guests...,380000.0
4 Bed House with En Suite at Convent Drive,"44, Convent Drive, Lavington",0,0,4 bedroom house with garden for rent in Lavingt...,250000.0
5 Bed House with En Suite at Thigiri Ridge,"023, Thigiri Ridge, Muthaiga",0,0,Thigiri road,500000.0
7 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,Elegant Seven-Bedroom House in Kitisuru,450000.0
5 Bed Villa with En Suite at Muhoho Ave,"56, Muhoho Ave, South C",0,0,5bedrooms Villa For Rent,140000.0
4 Bed Villa with En Suite at Nyali Mombasa,"Nyali Mombasa, Nyali  Mombasa, Nyali Area, Nyali",0,0,4 bedroom villa for let located Nyali Mombasa K...,240000.0
5 Bed House with En Suite at Lavington,"16 Lavington, Lavington",0,0,Lavington 5 bedroom house to let,330000.0
5 Bed Townhouse with En Suite at Lavington,"15 Lavington, Lavington",0,0,Lavington 5 bedroom townhouse to let,320000.0
6 Bed House with En Suite at Nyari,"Nyari, Westlands",0,0,Ambassadorial 6brd house all ensuite with pool,1300000.0
4 Bed Villa with En Suite at Nairobi,"0228J, Runda, Nairobi, Westlands",0,0,4-Bedroom Villas in Serene Runda,350000.0
4 Bed Townhouse with Swimming Pool in Kiambu Road,Kiambu Road,0,0,4 Bedroom townhouse for rent in Fourways Estate...,170000.0
4 Bed Villa with En Suite at Brookside,"Brookside, Westlands",0,0,4 BEDROOM DUPLEX FOR RENT WITHIN BROOKSIDE AREA...,250000.0
4 Bed House with En Suite in Kitengela,Kitengela,0,0,4Bedroom all en-suite plus SQ,80000.0
4 Bed House with En Suite in Lavington,Lavington,0,0,Charming Four-Bedroom Standalone Cottage for Re...,390000.0
4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,4 bedroom house available to let in Kitisuru,220000.0
5 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",0,0,Elegant Five-Bedroom House for Rent in Spring V...,500000.0
4 Bed House with En Suite in Karen,Karen,0,0,4 bedroom villa available to let in Karen,300000.0
3 Bed House with En Suite in Karen,Karen,0,0,3 Bedroom Bungalow To Let in Karen in a gated c...,200000.0
4 Bed House with En Suite at Garden Estate,"Ridgeways, Garden Estate, Roysambu",0,0,4 bedroom all ensuite plus sq sitting on a quar...,300000.0
3 Bed House with En Suite at Tigoni,"Tigoni, Limuru",0,0,3 bedroom bungalow master ensuite sitting on Ha...,130000.0
5 Bed Villa with En Suite at Mugumo,"Migaa Golf Course Estate, Mugumo, Kiambu Road",0,0,5 bedroom all ensuite plus sq Villa,130000.0
4 Bed Villa with En Suite in Karen,Karen,0,0,4 BEDROOM VILLA TO LET IN KAREN,550000.0
5 Bed Townhouse with En Suite at Komrade Villas,"Migaa Golf Course Estate, Komrade Villas, Kiambu Road",0,0,4 and 5 bedroom Villas for rent,160000.0
3 Bed House with En Suite in Karen,Karen,0,0,3 bedroom plus Dsq To let in Karen,120000.0
4 Bed Townhouse with En Suite in Lavington,"Lavington Nairobi, Lavington",0,0,A 4bdrm townhouse to let in lavington.,310000.0
4 Bed House with En Suite at Lavington,Lavington,0,0,Lavington 4 bedroom house to let,260000.0
5 Bed Villa with En Suite at Diani Beach Road,"Diani Beach Road, Diani",0,0,Luxurious Diani Villa with Private Pool and Che...,65000.0
4 Bed House with En Suite in Lavington,Lavington,0,0,4 bedroom standalone plus guest house for rent...,450000.0
4 Bed Villa with En Suite in Karen,Karen,0,0,Beautiful 4 bedroom villa To Let in Karen,400000.0
5 Bed House with En Suite in Lavington,Lavington,0,0,5-Bedroom House with DSQ for Rent – Lavington,160000.0
3 Bed House with En Suite in Ridgeways,Ridgeways,0,0,Tastefully furnished townhouse for rent in Wind...,582396.0
4 Bed House with Garden at Un Crescent,"Un Crescent, Gigiri, Westlands",0,0,Refurbished 4 bedroom family home in Gigiri.,491801.0
5 Bed Townhouse with Staff Quarters in Lavington,Lavington,0,0,5-Bedroom House with DSQ to Let- lavington,400000.0
4 Bed House with En Suite in Ridgeways,Ridgeways,0,0,Ridgeways House To Let,250000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,5 bedroom house to let - Lavington,320000.0
4 Bed House with Staff Quarters at Grevillea Grove,"Grevillea Grove, Westlands Area, Westlands",0,0,Traditional family home in the heart of Westlan...,220000.0
4 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,4 Bedrooms Plus Dsq House Gated community in Ki...,500000.0
2 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Stunning 2 bedroom fully furnished for rent in...,160000.0
5 Bed House with Staff Quarters in Lavington,"Lavington Nairobi, Lavington",0,0,A 5bdrm family house to let in lavington.,500000.0
4 Bed House with En Suite in Karen,Karen,0,0,4 Bedrooms House on 1/2 acre In Karen,380000.0
4 Bed Townhouse with En Suite at Runda Paradise,"Runda Paradise, Kiambu Road",0,0,4 bedroom+dsq to let also available for sale pr...,300000.0
4 Bed Townhouse with En Suite at Grevellia Groove,"0226P, Grevellia Groove, Brookside, Westlands",0,0,Stunning Residential four bedroomed Townhouse i...,270000.0
4 Bed Townhouse with En Suite at Brookside,"0226N, Brookside, Westlands",0,0,4-bedroom townhouse in brookside,270000.0
5 Bed Townhouse with En Suite at Greenwood,"Greenwood, Mkomani, Nyali",0,0,5 bedroom villa to let old nyali with 3 bath.,150000.0
4 Bed House with En Suite at Rosslyn,"Rosslyn, Rosslyn, Westlands",0,0,High-End! Rosslyn  4 Bedroom Villa with DSQ in...,350000.0
4 Bed Townhouse with Swimming Pool in Ridgeways,Ridgeways,0,0,4 Bedroom House available for rent in Ridgeways...,300000.0
3 Bed House with En Suite at Eden Ville Estate Opp Fivestar Meadows,"Eden Ville Estate Opp Fivestar Meadows, Kiambu Road",0,0,3BEDROOM  HOUSE TO LET IN EDEN VILLE ALONG KIAM...,140000.0
5 Bed House with En Suite in Karen,Karen,0,0,5 Bedroom House for Rent in Karen at USD 5000 P...,647500.0
4 Bed Villa with En Suite at Diani Beach Road,"Diani Beach Road, Diani",0,0,Luxurious 4-Bedroom Ensuite Villa with Pool and...,240000.0
3 Bed Villa with En Suite at Diani Beach Road,"Diani Beach Road, Diani",0,0,"Tranquil 3-Bedroom Ensuite Villa, just a short...",240000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,5 bedroom House To let,350000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,5 bedroom All EnSite with Dsq To let,400000.0
2 Bed House with Swimming Pool in Runda,"Runda, Westlands",0,0,Lovely 2 bedroom furnished house,360000.0
4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,4 bedroom house available to let in Kitisuru.,240000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Luxury 5-Bedroom Fully Furnished Townhouse for...,400000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,5 bedroom house to let in Runda,280000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,4 bed Townhouse to let in kiambu road,320000.0
4 Bed Townhouse with En Suite in Runda,"Runda Nairobi, Runda, Westlands",0,0,A 4bdrm townhouse to let in runda.,350000.0
4 Bed Townhouse with En Suite at Two Rivers Mall,"Two Rivers Mall, Gigiri, Westlands",0,0,New Unfurnished Luxurious 4-Bedroom Duplex for...,350000.0
5 Bed Villa with En Suite in Lavington,Lavington,0,0,Stunning 5-Bedroom Villas for Rent in Exclusive...,370000.0
5 Bed Villa with En Suite in Riverside,"Riverside, Westlands",0,0,Luxury 5-Bedroom Townhouses for Rent in Riversi...,265000.0
6 Bed Townhouse with En Suite in Riverside,"Riverside, Westlands",0,0,6 BEDROOM ALL ENSUITE TO LET- Mzima Springs,600000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,5 BEDROOM ALL  ENSUITE TO LET  LAVINGTON,250000.0
5 Bed Villa with En Suite in Kileleshwa,Kileleshwa,0,0,4 bedroom villa to let- lileleshwa,350000.0
4 Bed Townhouse with En Suite at Karen,Karen,0,0,4 bedroom plus DSQ in Karen for rent,300000.0
5 Bed Villa with En Suite in Karen,Karen,0,0,5 Bedroom Villa for rent in Karen,550000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,5 Bedroom Townhouse for rent in Lavington,550000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,4 Bedroom House To Let,362040.0
2 Bed Townhouse with Garden at Off Ruaka Rd,"2, Off Ruaka Rd, Runda, Westlands",0,0,Rustic 2 Bedroom detached cottage for rent in R...,200000.0
5 Bed Townhouse with En Suite at Beach Road,"Beach Road, Mkomani, Nyali",0,0,5 bedroom massionate to let nyali,100000.0
4 Bed House with En Suite at Lavington,"20 Lavington, Lavington",0,0,Lavington 4 bedroom house to let,320000.0
6 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,6 BEDROOM +DETACHED DSQ+GARAGE+STUDY ALL ENSUIT...,380000.0
5 Bed House with En Suite at Lavington,"77 Lavington, Lavington",0,0,Lavington 5 bedroom House to let,350000.0
4 Bed Villa with En Suite at Kamiti Corner,"Kamiti Corner, Tatu City, Ruiru",0,0,Now Letting Exquisite All-En-Suite 4-Bed Home i...,140000.0
5 Bed House with En Suite at Off Ruaka Rd,"2, Off Ruaka Rd, Runda, Westlands",0,0,A Cozy and Modern 5 Bedrooms double storey hous...,300000.0
4 Bed Townhouse with En Suite at Off Ruaka Rd,"1, Off Ruaka Rd, Runda, Westlands",0,0,Exclusive 4 Bedrooms detached Town houses to le...,420000.0
4 Bed Townhouse with Staff Quarters in South C,South C,0,0,4 Bedroom Townhouse with Dsq in South C,95000.0
5 Bed House with En Suite in Loresho,"Loresho, Westlands",0,0,5 bedroom all ensuite stand alone house on 0.5a...,650000.0
3 Bed House with En Suite in Karen,Karen,0,0,3 Bedrooms House to Let Near the Hub,200000.0
1 Bed House with En Suite in Karen,Karen,0,0,One Bedroom Spacious Cottage,100000.0
3 Bed Townhouse with En Suite in Kilimani,Kilimani,0,0,STUNNING 3 BEDROOM FULLY FURNISHED APARTMENT TO...,325000.0
2 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Cozy 2 Bedroom House At Ineza Estate,180000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Modern 4-Bedroom Fully Furnished House at Runda...,270000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Stylish 4-Bedroom Fully Furnished Home in Runda...,365000.0
3 Bed House with En Suite at Karen,"Karen, Karen",0,0,3 BEDROOM HOUSE TO LET IN KAREN AT KES 100K PER...,100000.0
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,0,0,A STUNNING FOUR BEDROOM VILLA IN A COMMUNITY LI...,200000.0
4 Bed Townhouse with En Suite at Kileleshwa,"45, Kileleshwa",0,0,Conveniently located next to schools,150000.0
4 Bed Townhouse with En Suite at Kileleshwa Massonatte 56,"78, Kileleshwa Massonatte 56, Kileleshwa",0,0,Beautiful4 bedroom town house for rent,150000.0
2 Bed House with Garden in Runda,"Runda Nairobi, Runda, Westlands",0,0,A 2bdrm full furnished guest wing to let in run...,160000.0
4 Bed Townhouse with En Suite at Karen,Karen,0,0,4 bedroom Villa for rent,350000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Lavington Townhouse For Rent,250000.0
6 Bed Villa with En Suite at Off Runda Grove,"2, Off Runda Grove, Runda, Westlands",0,0,Magnificent 6 Bedroom stand alone villa for ren...,450000.0
5 Bed Townhouse with En Suite at Karen,Karen,0,0,5 bedroom plus DSQ,250000.0
4 Bed Townhouse with En Suite at Ngong Road,"0220N, Ngong Road, Kilimani",0,0,4-Bedroom Townhouse in Kilimani,120000.0
4 Bed House with En Suite at Loresho,"Loresho, Westlands",0,0,Loresho 4brd 2 ensuite,150000.0
4 Bed Villa with En Suite in Thika Road,Thika Road,0,0,Stunning 4 Bed Villa along Thika Road,200000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,5 BEDROOM ALL ENSUITE VILLA FOR RENT IN RUNDA F...,430000.0
3 Bed House in Muchatha,"Muchatha, Muchatha And Banana",0,0,"3 Bedrooms House For Rent In Muchatha,Banana Ro...",35000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Stunning 4 bedroom house for rent in Runda,250000.0
5 Bed Villa with En Suite at Chalbi,"Chalbi, Lavington",0,0,UNFURNISHED 5 BEDROOM WITH DSQ FOR RENT IN LAVI...,350000.0
3 Bed House with Staff Quarters in Karen,Karen,0,0,3 bedroom plus Dsq To let in Karen,170000.0
5 Bed Townhouse with Staff Quarters in Kyuna,"Kyuna, Westlands",0,0,5 bedrooms town house,350000.0
5 Bed Villa with En Suite at Vipingo Beach,"Vipingo Beach, Kikambala",0,0,5 bedroom villas own compound in a gated estate,150000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Brand New 5 Bedroom Townhouse for Rent in Lavin...,582750.0
4 Bed Townhouse with Staff Quarters at Westlands,"Westlands, Brookside",0,0,4 bedrooms townhouse for rent in brookside,270000.0
5 Bed Townhouse with En Suite at Waiyaki Way,"A104, Waiyaki Way, Mountain View, Westlands",0,0,5 bedroom house in Mountain View Estate,180000.0
1 Bed House in Karen,Karen,0,0,Karen rental,75000.0
5 Bed Townhouse with En Suite at Dagoret Road,"Dagoret Road, Karen",0,0,5 bedroom Townhouse in Karen,400000.0
4 Bed House with Backup Generator in Karen,Karen,0,0,Karen 4 bedrooms compact newly built coastal de...,230000.0
4 Bed Villa with En Suite at Brookside,"Brookside, Westlands Area, Westlands",0,0,4 bedrooms+dsq to let in Westlands price 300k s...,300000.0
2 Bed House in Spring Valley,"Spring Valley, Westlands",0,0,Furnished 2-Bedroom in Spring Valley For Rent-...,340000.0
5 Bed House with En Suite in Kitengela,Kitengela,0,0,5 BEDROOM MAISONETTE WITH A BALCONY FOR RENT IN...,50000.0
4 Bed Villa with En Suite at Karen,Karen,0,0,4 bedroom plus DSQ,350000.0
6 Bed House with En Suite at Waiyaki Way,"104, Waiyaki Way, Mountain View, Westlands",0,0,6 bedroom house in Mountain View Estate,220000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,Elegant 4-Bedroom Townhouse + DSQ and Family ro...,250000.0
6 Bed Villa with En Suite at Kitisuru,"Kitisuru, Westlands",0,0,6 Bedrooms Villa for Rent at New Kitisuru,400000.0
4 Bed Townhouse with En Suite at Waiyaki Way,"104, Waiyaki Way, Mountain View, Westlands",0,0,4 bedroom house in Mountain View Estate,185000.0
4 Bed House with En Suite at Waiyaki Way,"104, Waiyaki Way, Mountain View, Westlands",0,0,4 bedroom double storey house in Mountain View...,150000.0
4 Bed House with En Suite at Miotoni,"83, Miotoni, Karen",0,0,Exquisite 4-Bedroom Unfurnished Family Home in...,400000.0
5 Bed House with En Suite at Off Masai West Road,"Kemboi Close, Off Masai West Road, Karen",0,0,Pazuri Home For Rent,500000.0
5 Bed Villa with En Suite at James Gichuru,"James Gichuru, Lavington",0,0,5 bedroom+dsq to let lavington price 400k,400000.0
10 Bed Townhouse with En Suite at Statehouse Road,"Statehouse Road, Kilimani",0,0,prime Commercial Bungalow to Let sitting on 3/4...,450000.0
4 Bed Townhouse with En Suite at Kcb,"Kcb, Karen",0,0,4 Spacious Bedrooms standalone,450000.0
5 Bed Villa with En Suite in Loresho,"Loresho, Westlands",0,0,Loresho in a well secured gated community 5 bed...,650000.0
3 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,"A 3,4and 5 bedroom townhouses along Kiambu road...",140000.0
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",0,0,4 bedroom Townhouse to let in New Runda,250000.0
4 Bed House with En Suite at Kenyatta Road,"Kenyatta Road, Kenyatta Road",0,0,4 bedroom massionate  for rent,120000.0
2 Bed House with En Suite in Runda,"Runda, Westlands",0,0,2 bedroom house fully furnished for rent in Run...,110000.0
3 Bed House with En Suite in Runda,"Runda, Westlands",0,0,3 bedroom house to let in Runda,200000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Stunning 5 Bedroom Furnished House For Rent In...,520000.0
4 Bed Villa with En Suite at Karen Plains,"Karen Plains, Karen",0,0,Beautiful 4 bedroom house  with dsq for 3 locat...,300000.0
4 Bed Villa with En Suite in Runda,"Runda, Westlands",0,0,4 BEDROOM WITH A DETACHED SQ AND AN ATTIC FOR R...,420000.0
6 Bed House with En Suite at Off Glory Rd,"4, Off Glory Rd, Runda, Westlands",0,0,Charming 6 Bedroom stand alone house for rent i...,450000.0
4 Bed Townhouse with En Suite at Muthaiga,"2, Muthaiga",0,0,Cozy and modern 4 Bedroom cottage for rent in M...,380000.0
3 Bed Villa with En Suite at Off Ridgeways Rd,"2, Off Ridgeways Rd, Runda, Westlands",0,0,Exclusive 3 Bedroom cottage for rent in Ridgewa...,400000.0
7 Bed Townhouse with En Suite at Karen Plains,"Karen Plains, Karen",0,0,Prime 7-Bedroom Commercial Property for Rent –...,600000.0
5 Bed Townhouse with En Suite at Lavington,Lavington,0,0,5 bedroom plus DSQ all ensuite,400000.0
5 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",0,0,Magnificent 5 Bedroom + 2 DSQ‘S to let Kitisuru,580000.0
4 Bed House with En Suite at Nyali,"Nyali, Nyali Area",0,0,4 bedrooms beach apartment to let 130k with DSQ...,130000.0
3 Bed House with En Suite at Nyali,"Nyali, Nyali Area",0,0,A fabulous and spacious 3 bedrooms beach apartm...,150000.0
4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",0,0,4 bedroom townhouse to rent in gravellia Grove,270000.0
4 Bed Townhouse with En Suite in Tigoni,"Tigoni, Limuru",0,0,Modern Fully Furnished 4-Bedroom Villa in Tigon...,350000.0
1 Bed House with En Suite at Baobab,"34, Baobab, Runda, Westlands",0,0,"Cozy 1 bedroom To LET in Runda, Baobab Street.",100000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,Elegant 5 Bedroom Townhouse To Let in Lavington,430000.0
4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",0,0,"4 Bedroom Townhouse For Rent in Westlands, Broo...",270000.0
4 Bed Villa with Swimming Pool in Garden Estate,"Garden Estate, Roysambu",0,0,🏡 4-Bedroom Villa with DSQ TO LET in Garden Ci...,200000.0
5 Bed Villa with En Suite at James Gichuru,"James Gichuru, Lavington",0,0,newly built Luxury: 5-Bedroom villas to Let Nea...,400000.0
5 Bed Townhouse with En Suite at Lavington,"Lavington, Lavington",0,0,5 Bed Townhouse with En Suite at Kabasiran Aven...,250000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,Stunning Unfurnished 4-Bedroom All En-Suite + D...,390000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,4 bedroom Townhouse with en suite at kiambu roa...,180000.0
3 Bed Townhouse with En Suite in Runda,"Runda, Westlands",0,0,Spacious 3 Bedroom + DSQ,250000.0
7 Bed Townhouse with Staff Quarters at Kyuna Crescent,"Kyuna Crescent, Kyuna, Westlands",0,0,7 Bedroom Commercial Townhouse,500000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,4 bed Townhouse with en suite at kiambu road,250000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,4 bed Townhouse with en suite at Runda paradise,220000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,0,0,4 bed Townhouse with en suite at kiambu road,280000.0
5 Bed House with En Suite at Eliud Mathu,"43, Eliud Mathu, Runda, Westlands",0,0,From its wooden beams surrounding the house to...,500000.0
5 Bed Townhouse with En Suite at Kyuna,"Kyuna, Westlands",0,0,5 Townhouse in kyuna to let in kyuna,390000.0
5 Bed Villa with En Suite in Loresho,"Loresho, Westlands",0,0,🏡 Luxury 5 bedroom + DSQ Villas in Loresho – S...,549000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Rustic 5-Bedroom Home with a Pool in Runda,500000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,An Immaculate 5-Bedroomed Family Home with Swim...,550500.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",0,0,4 BEDROOOMS TOWNHOUSE HOUSE TO LET IN SPRINGVAL...,450000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,"Unfurnished 5 Bedroom House For Rent,Runda",350000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,"Unfurnished 5 Bedroom House For Rent,Runda",580000.0
6 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Unfurnished 6 Bedroom Stand alone mansion For R...,450000.0
5 Bed House at Redhill,Redhill,0,0,Modern 5-Bedroom Home for Rent in Redhill – Spa...,150000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,"Fully Furnished 5 Bedroom House For Rent,Runda",950000.0
6 Bed House with Swimming Pool at Kerarapon Road,"Kerarapon Road, Karen",0,0,6 Bedroom Home to Let in Karen,380000.0
4 Bed Villa with En Suite at Kamakis Eastern Bypass,"Kamakis Eastern Bypass, Kamakis, Ruiru",0,0,Own compound 4 bedrooms villa to let in Ruiru K...,80000.0
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",0,0,Stunning 4 bedroom house to let located at Igut...,350000.0
5 Bed House with En Suite at Panafric Road 55,"88, Panafric Road 55, Runda, Westlands",0,0,"The neighborhood is safe, with controlled acces...",450000.0
5 Bed House with En Suite at Kiambu Road,"8Q, Kiambu Road",0,0,5 Bedroom Townhouse with Dsq To Let on Kiambu R...,250000.0
4 Bed Villa with En Suite at Lavington,"Lavington, Lavington",0,0,LAVINGTON 4 BEDROOM STANDALONE HOUSE TO LET,250000.0
4 Bed House with En Suite at Loresho,"Loresho, Westlands",0,0,4 bedroom standalone house to rent in Loresho,250000.0
5 Bed House with En Suite at Grevillea Grove,"Grevillea Grove, Westlands Area, Westlands",0,0,5 BEDROOM WITH DSQ ON 0.5ACRE FOR RENT,350000.0
4 Bed Villa with En Suite at Membley Estate,"Membley Estate, Kamakis, Ruiru",0,0,Own compound 4 bedrooms all en-suite maisonette...,80000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,0,0,5 BEDROOM WITH SQ TOWNHOUSE TO LET IN LAVINGTON,250000.0
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",0,0,Spacious 4 bedroom townhouse to let in Runda Ga...,280000.0
5 Bed House with En Suite in Karen,Karen,0,0,Special Surpassing Normal House .,650000.0
5 Bed House with En Suite in Karen,Karen,0,0,Authentic-Charming House,650000.0
5 Bed House with En Suite in Nyari,"Nyari, Westlands",0,0,5 bedroom house to rent in Nyari,500000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Standalone ambassadorial house is located in Ru...,775200.0
5 Bed House with Swimming Pool at Miotoni Karen,"Miotoni Karen, Karen",0,0,Modern House available for rent in Karen Mioton...,650000.0
2 Bed House with En Suite in Lower Kabete,"Lower Kabete, Westlands",0,0,2 bedroom house to rent in Lower Kabete (Kenya)...,322857.0
3 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands",0,0,3 bedroom house to rent in Rosslyn (Kenya)  3KE...,388659.0
2 Bed House with En Suite in Karen,Karen,0,0,2 bedroom cottage to rent in Karen (Kenya)  3KE...,80000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",0,0,4 bedroom townhouse to rent in Spring Valley (K...,260000.0
4 Bed House with En Suite in Ridgeways,Ridgeways,0,0,4 bedroom house to rent in Ridgeways (Kenya) 3K...,325000.0
5 Bed Townhouse with En Suite in Lamu,"Lamu, Lamu",0,0,Townhouse to rent in Shela (Kenya) 3KE1670172,451098.0
1 Bed House with Garden at Westlands Avenue/Sports Road,"Westlands Avenue/Sports Road, Rhapta Road, Westlands",0,0,One bedroom fully furnished cozy cottage for re...,50000.0
4 Bed House with En Suite in Kiambu Road,Kiambu Road,0,0,Luxurious 4-Bedroom Townhouse with DSQ in a Gat...,325000.0
4 Bed Townhouse with Staff Quarters in Thika,Thika,0,0,4 Bedroom House to Let,150000.0
4 Bed Townhouse with Swimming Pool in Kiambu Road,Kiambu Road,0,0,Modern  4 Bedroom townhouse available for rent.,330000.0
5 Bed House with En Suite in Loresho,"Loresho, Westlands",0,0,Exceptional House,650000.0
5 Bed House with En Suite in Runda,"Runda Nairobi, Runda, Westlands",0,0,A 5bdrm ambassadorial house to let in runda.,4500.0
5 Bed Townhouse with Swimming Pool in Lavington,Lavington,0,0,5-Bedroom Townhouse for Rent – Lavington (Pet-F...,250000.0
5 Bed Townhouse with En Suite at Off Glory Rd,"2, Off Glory Rd, Runda, Westlands",0,0,A Modern 5 Bedroom Townhouse for rent in Runda.,380000.0
4 Bed House with Gym in Muthaiga,Muthaiga,0,0,4 Bedroom House For Rent In Old Muthaiga.,516000.0
5 Bed House with En Suite in Karen,Karen,0,0,House to Let in Karen.,650000.0
5 Bed Townhouse with En Suite at Lavington,Lavington,0,0,Lavington 5 bedroom townhouse to let,180000.0
3 Bed House at Thika Town,"Near Naidu Hospital, Thika Town, Thika",0,0,Charming Renovated Home in a Secure Gated Estat...,22000.0
5 Bed House with En Suite at Muthaiga Road,"66, Muthaiga Road, Muthaiga",0,0,Your piece of paradise in Nairobi.,580000.0
6 Bed House with En Suite at Panafric Road,"88, Panafric Road, Runda, Westlands",0,0,Family home with guest house for Rent,500000.0
4 Bed House with En Suite at Kiambu Road,"89, Kiambu Road",0,0,Prestigious 4 Bedrooms All Ensuite Townhouse Wi...,325000.0
5 Bed House with En Suite at Natasha Avenue,"78, Natasha Avenue, Runda, Westlands",0,0,"Sitting on half an acre in Runda, this home is...",450000.0
6 Bed House with En Suite at Glory Road,"11, Glory Road, Runda, Westlands",0,0,Located in a quiet neighbourhood,400000.0
5 Bed House with En Suite at Ruaka Drive,"76, Ruaka Drive, Runda, Westlands",0,0,PRIME LOCATION HOUSE FOR RENT,480000.0
6 Bed House with En Suite at Panafrican Road,"12, Panafrican Road, Runda, Westlands",0,0,stunning 6 bedroom house is now available for...,450000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",0,0,Spacious 5 bedroom house for rent in Runda,380000.0
5 Bed Villa with En Suite in Lavington,Lavington,0,0,✨ Spacious 5-Bedroom All Ensuite Villa in Secu...,190000.0
5 Bed House with En Suite in Lavington,Lavington,0,0,5 bedrooms All Ensuite for rent in Lavington,400000.0
5 Bed Townhouse with En Suite at Edenville,"45, Edenville, Kiambu Road",0,0,EdenVille Two,180000.0
4 Bed House with En Suite at Eden Vile,"23, Eden Vile, Kiambu Road",0,0,EdenVille Two,150000.0
5 Bed Townhouse with En Suite at Peponi Rd,"Peponi Rd, Spring Valley, Westlands",0,0,5 Bedroom Townhouse for Rent on Peponi Rd,550000.0
4 Bed Townhouse with En Suite at Lavington,Lavington,0,0,Lavington 4 bedroom townhouse to let,300000.0
4 Bed House with En Suite at Lake View,"Lake View, Lake View, Westlands",0,0,"Lake View Beautiful Family Home, Large Mature G...",500000.0
